#{"t_start": 1789608415.906354, "env_id": "None"}
r,l,t
103.8,12,4.838046
104.0,10,4.838964
103.9,11,4.839968
103.5,15,4.841467
133.6,14,4.842802
104.0,10,4.843743
103.9,11,4.844771
103.8,12,4.845918
103.4,16,4.847366
118.7,13,4.848533
103.8,12,4.849781
103.8,12,4.850945
103.9,11,4.852002
103.0,20,4.85389
104.0,10,4.854813
103.7,13,4.856007
104.0,10,4.856916
103.8,12,4.858028
133.5,15,4.859395
103.7,13,4.860557
103.9,11,4.861635
102.9,19,4.863402
118.5,15,4.864764
103.6,14,4.866147
118.8,12,4.86731
103.9,11,4.868356
103.5,15,4.869788
103.9,11,4.870805
103.9,11,4.87185
103.9,11,4.872885
118.8,12,4.874012
103.8,13,4.875205
103.4,16,4.876684
103.8,12,4.877818
103.7,13,4.879027
103.6,14,4.880317
104.0,10,4.8813
103.9,11,4.882446
103.8,12,4.883652
103.9,11,4.884699
103.4,16,4.886257
103.9,11,4.887304
103.7,13,4.88853
103.6,14,4.889917
103.4,16,4.891429
103.8,12,4.892542
104.0,10,4.893551
88.6,14,4.894839
103.7,13,4.896029
103.6,14,4.897391
103.8,13,4.898666
103.8,12,4.899804
104.0,10,4.900737
103.9,11,4.901742
103.9,11,4.902742
103.9,11,4.903774
103.8,12,4.904846
103.7,13,4.90603
104.0,10,4.906931
118.6,14,4.908185
103.3,17,4.909751
103.6,14,4.911013
103.5,15,4.912376
103.8,12,4.913466
103.9,11,4.914451
104.0,10,4.915364
103.8,12,4.916471
103.9,11,4.917488
103.9,11,4.918473
88.6,14,4.919748
103.4,16,4.921182
103.8,12,4.922362
104.0,10,4.923331
103.9,11,4.92437
103.8,12,4.925499
118.6,14,4.926804
103.7,13,4.927985
103.2,18,4.929697
104.0,10,4.930634
103.9,11,4.931668
88.7,13,4.933086
103.6,14,4.934492
103.9,12,4.935634
103.7,13,4.936846
103.7,13,4.938047
103.8,12,4.939143
104.0,10,4.940074
103.2,18,4.941707
103.9,11,4.942728
104.0,10,4.943669
118.3,17,4.945204
88.6,14,4.94648
104.0,10,4.947392
103.7,13,4.948571
103.4,16,4.950032
103.7,13,4.951224
103.5,15,4.952584
104.0,10,4.953497
104.0,10,4.954406
103.7,13,4.955587
103.8,12,4.956681
103.5,15,4.958061
103.7,13,4.959245
103.5,15,4.960597
103.7,13,4.961781
118.7,13,4.962966
103.5,15,4.96432
103.1,19,4.966022
103.7,13,4.967204
104.0,10,4.968107
103.9,11,4.969098
103.8,12,4.970182
103.7,13,4.971372
118.6,14,4.972638
88.7,13,4.973808
104.0,10,4.97472
103.9,11,4.975715
118.6,15,4.977071
103.8,12,4.978155
118.7,13,4.979331
104.0,10,4.980234
103.9,11,4.981248
104.0,10,4.982161
103.5,15,4.983531
103.7,13,4.984711
103.3,17,4.986249
103.8,12,4.987335
103.8,12,4.988426
103.4,16,4.989878
103.6,14,4.991149
104.0,10,4.992057
103.7,13,4.993245
103.8,12,4.994337
103.9,11,4.995345
103.9,11,4.996353
103.5,15,4.997712
103.9,11,4.998721
103.8,12,4.999823
103.9,11,5.196829
88.3,18,5.198511
104.0,10,5.199425
103.4,16,5.200865
103.3,17,5.202375
104.0,10,5.203279
103.9,11,5.204272
103.7,13,5.205443
118.9,11,5.206433
118.6,14,5.207683
103.6,14,5.208932
103.9,11,5.209917
103.5,15,5.211252
88.6,15,5.212597
118.4,16,5.214222
103.8,12,5.215396
103.9,11,5.216475
103.8,12,5.217572
103.8,12,5.218676
103.6,14,5.219948
118.8,12,5.221065
103.5,15,5.222449
103.7,13,5.223619
103.8,12,5.224734
104.0,10,5.225637
103.6,14,5.226927
104.0,10,5.227824
118.7,13,5.229021
103.9,11,5.23002
104.0,10,5.231013
103.9,11,5.232042
103.5,14,5.233368
103.9,11,5.234427
103.7,13,5.235651
103.9,11,5.236687
103.5,15,5.238045
104.0,10,5.238974
103.9,11,5.239962
103.7,13,5.241154
104.0,10,5.242061
103.8,13,5.243357
103.4,15,5.244752
104.0,10,5.245693
118.8,12,5.246797
103.8,12,5.24788
104.0,10,5.248802
103.6,14,5.250158
104.0,10,5.251241
103.8,12,5.252431
104.0,10,5.253399
103.6,14,5.254728
118.9,11,5.255769
104.0,10,5.256715
103.9,11,5.257759
103.7,13,5.259027
118.9,11,5.260033
103.7,13,5.261233
103.8,12,5.262351
118.6,14,5.263681
103.6,14,5.264976
103.9,11,5.266012
104.0,10,5.26716
104.0,10,5.268124
88.6,14,5.26944
103.7,15,5.270846
104.0,10,5.271773
103.8,12,5.272904
88.7,13,5.2741
103.3,17,5.2757
104.0,10,5.276637
103.8,12,5.277756
103.6,15,5.279154
118.9,11,5.280168
103.6,14,5.281458
103.7,13,5.282705
103.5,15,5.284133
103.8,12,5.28528
104.0,10,5.286221
103.6,14,5.287509
104.0,10,5.288431
103.5,15,5.289784
104.0,10,5.290722
103.8,12,5.291808
103.7,13,5.293004
118.7,13,5.294181
103.9,11,5.295183
103.2,18,5.296821
103.6,14,5.298066
103.6,14,5.29934
103.3,17,5.300883
103.9,11,5.301876
88.6,15,5.303241
103.7,13,5.304397
103.7,13,5.305578
103.7,13,5.306821
103.8,12,5.307988
104.0,10,5.308934
118.8,12,5.310073
118.5,15,5.311461
103.8,12,5.312554
103.9,11,5.313647
104.0,10,5.314622
118.8,12,5.315767
103.8,12,5.316913
103.8,12,5.318029
103.8,12,5.319129
103.9,11,5.320126
103.5,15,5.321503
103.4,16,5.322971
118.6,14,5.324262
104.0,10,5.325186
103.9,11,5.326201
103.8,12,5.327328
103.5,15,5.328692
103.6,15,5.330054
103.4,16,5.331503
103.9,11,5.332517
104.0,10,5.333439
103.8,12,5.334537
103.9,11,5.335547
88.6,14,5.336821
103.6,14,5.338093
103.6,14,5.339366
103.8,12,5.340473
103.8,12,5.341579
103.6,14,5.342853
104.0,10,5.343767
103.9,11,5.344773
103.8,12,5.345876
103.9,11,5.346878
118.8,12,5.347966
103.5,15,5.349328
88.7,13,5.350512
103.2,17,5.352047
103.7,13,5.353225
103.6,13,5.354402
103.7,13,5.35558
103.6,14,5.356848
104.0,10,5.357769
103.7,13,5.358957
88.6,14,5.360227
103.9,11,5.36122
103.9,11,5.36222
104.0,10,5.363134
104.0,10,5.364045
103.9,11,5.365056
103.7,13,5.366234
88.3,17,5.367774
103.8,12,5.368864
103.7,13,5.370044
104.0,10,5.370967
88.7,13,5.372146
103.6,14,5.373414
103.7,13,5.374595
103.7,13,5.375774
103.8,12,5.376875
103.6,14,5.378143
104.0,10,5.379052
103.8,12,5.38014
104.0,10,5.381051
104.0,10,5.381967
104.0,10,5.382885
103.4,16,5.384332
103.9,11,5.385331
88.7,13,5.581939
103.6,13,5.583157
103.9,11,5.584163
118.8,12,5.585257
103.8,12,5.586337
103.4,16,5.587773
104.0,10,5.58868
103.2,18,5.590291
103.7,13,5.591459
103.6,14,5.59271
133.4,15,5.594047
103.7,13,5.595209
103.4,16,5.596633
104.0,10,5.597551
104.0,10,5.598506
103.9,11,5.599654
118.9,11,5.600765
104.0,10,5.601734
104.0,10,5.602776
103.5,15,5.604254
103.1,18,5.60596
103.4,16,5.607485
88.4,17,5.609071
103.5,15,5.610476
103.8,12,5.611648
103.7,13,5.612857
103.2,18,5.614517
118.8,12,5.615648
103.8,12,5.616766
103.9,11,5.617826
103.6,14,5.619144
103.8,13,5.620342
104.0,10,5.621301
104.0,10,5.622224
88.5,15,5.623703
103.2,18,5.625368
118.4,16,5.62683
103.9,11,5.627968
103.6,14,5.62929
103.8,12,5.630416
104.0,10,5.631417
103.9,11,5.63245
103.8,12,5.633606
103.7,13,5.634776
103.4,16,5.63623
103.9,11,5.637239
103.8,12,5.638313
104.0,10,5.639247
103.8,12,5.640342
103.2,19,5.642055
103.9,11,5.643072
103.8,12,5.644331
103.8,12,5.645481
88.5,15,5.646896
103.9,11,5.647968
118.4,16,5.649458
103.4,14,5.650969
103.9,11,5.652037
103.7,13,5.653261
118.7,13,5.654452
104.0,10,5.655396
103.8,12,5.656489
103.4,16,5.657974
104.0,10,5.658888
103.4,16,5.660568
118.9,11,5.661601
103.7,13,5.662776
103.7,13,5.664137
118.8,12,5.665297
104.0,10,5.666386
103.8,12,5.667549
103.6,14,5.668842
103.9,11,5.669841
104.0,10,5.670749
103.4,16,5.67233
103.6,14,5.673667
104.0,10,5.674613
103.5,15,5.676119
104.0,10,5.677091
103.7,13,5.678324
118.8,12,5.67945
103.8,12,5.680527
88.0,20,5.682356
103.6,14,5.683771
103.8,12,5.684933
104.0,10,5.685905
104.0,10,5.686847
103.6,14,5.688186
104.0,10,5.689126
103.5,15,5.690517
103.9,11,5.691557
88.5,15,5.692969
103.5,15,5.694352
104.0,10,5.695285
104.0,10,5.696298
118.9,11,5.697354
103.6,14,5.698752
118.8,12,5.699915
118.8,12,5.701072
103.7,13,5.702232
103.6,14,5.703509
118.9,11,5.704521
103.8,12,5.705692
103.3,17,5.70724
103.8,12,5.708321
118.5,15,5.709669
103.7,13,5.710851
103.7,13,5.712016
118.3,16,5.713432
118.4,16,5.714864
103.4,16,5.716314
103.6,14,5.717565
103.5,15,5.718907
103.9,11,5.719889
118.8,12,5.720957
103.4,15,5.722296
103.8,12,5.723376
103.8,12,5.724474
118.7,13,5.725646
103.6,14,5.726902
103.6,15,5.728245
104.0,10,5.729149
103.9,11,5.730135
103.8,12,5.731206
103.8,12,5.732281
103.6,14,5.733531
103.5,15,5.734863
103.9,11,5.735849
103.9,11,5.736833
103.8,12,5.737906
103.4,16,5.739335
103.5,14,5.740587
103.8,12,5.741658
103.3,17,5.743167
104.0,10,5.74406
104.0,10,5.744957
118.6,14,5.74621
104.0,10,5.74711
103.9,11,5.748094
104.0,10,5.748989
118.7,13,5.750154
104.0,10,5.751045
103.6,14,5.752288
103.8,12,5.753354
103.5,15,5.754687
103.8,12,5.755766
118.8,12,5.756832
118.8,12,5.757906
103.7,13,5.759056
103.9,11,5.760042
103.3,17,5.76155
103.8,12,5.762623
88.5,15,5.763965
103.7,13,5.765127
104.0,10,5.766024
103.8,12,5.767105
103.9,11,5.768084
103.9,11,5.76907
103.8,12,5.770151
88.7,13,5.771324
104.0,10,5.96836
118.8,12,5.969514
103.5,15,5.970914
103.6,14,5.972214
118.5,15,5.973606
104.0,10,5.974525
118.6,14,5.975802
103.9,11,5.976803
103.9,11,5.977815
104.0,10,5.978723
103.5,15,5.980085
103.5,15,5.981449
103.8,12,5.982556
103.8,12,5.983646
104.0,10,5.984563
103.7,13,5.985755
104.0,10,5.986702
118.4,16,5.988347
104.0,10,5.989331
118.5,15,5.990907
103.8,12,5.992069
103.9,11,5.993094
103.9,11,5.994111
104.0,10,5.995025
118.6,14,5.996299
103.9,11,5.997292
103.8,12,5.99838
88.7,13,5.999552
103.9,11,6.000691
103.8,12,6.001854
103.9,11,6.00289
103.9,11,6.00395
118.9,11,6.004968
104.0,10,6.005908
103.9,11,6.00693
103.8,12,6.008045
103.7,13,6.009267
118.5,15,6.010661
104.0,10,6.011595
88.6,14,6.012898
103.7,13,6.014113
103.1,19,6.015844
103.8,12,6.016969
103.3,16,6.018453
104.0,10,6.019379
103.9,11,6.020423
103.9,11,6.021437
103.3,17,6.023017
88.6,14,6.024453
103.5,15,6.02587
103.6,14,6.027168
103.9,11,6.028197
103.4,16,6.029662
103.7,13,6.030849
103.5,15,6.032277
104.0,10,6.033195
103.8,12,6.034318
88.6,14,6.035572
104.0,10,6.036615
103.3,17,6.038237
133.8,12,6.039358
104.0,10,6.040303
103.6,14,6.041601
103.6,14,6.042896
104.0,10,6.043832
103.4,16,6.045283
103.9,11,6.046298
104.0,10,6.047194
104.0,10,6.048105
103.4,16,6.049561
118.6,14,6.050843
103.8,12,6.051931
103.5,14,6.053311
103.4,15,6.054756
104.0,10,6.055692
103.6,15,6.057141
118.5,15,6.058547
118.8,12,6.059683
118.9,11,6.060792
103.9,11,6.061822
103.5,15,6.063219
103.4,16,6.064791
118.6,14,6.066151
118.9,11,6.067201
103.7,13,6.068438
103.9,11,6.069464
103.4,16,6.07095
118.7,13,6.072155
103.9,11,6.073169
103.6,14,6.074468
103.4,16,6.07593
103.9,11,6.076961
103.9,11,6.077973
103.7,13,6.079178
103.9,11,6.080199
103.9,11,6.081205
103.7,13,6.082423
103.8,12,6.083537
103.6,14,6.084818
103.9,11,6.085826
103.6,14,6.087195
103.9,11,6.088274
103.8,12,6.089429
103.8,12,6.09056
103.6,14,6.091832
103.5,15,6.093235
103.9,11,6.094241
103.4,16,6.095684
103.4,16,6.097134
118.4,16,6.09859
103.5,14,6.09989
103.7,13,6.101076
103.8,12,6.102168
103.5,15,6.10353
103.8,12,6.104621
103.5,15,6.105987
103.7,13,6.107181
103.9,11,6.108191
103.6,14,6.109472
103.8,12,6.110614
103.9,11,6.111625
118.7,13,6.112802
103.3,17,6.114339
103.7,14,6.11561
104.0,10,6.116523
104.0,10,6.117437
103.9,11,6.118438
103.4,16,6.119877
103.9,11,6.120877
104.0,10,6.12178
103.6,14,6.123055
103.7,14,6.124347
118.8,12,6.12544
103.7,13,6.126619
118.3,17,6.128155
103.8,12,6.129243
104.0,10,6.130164
103.8,12,6.131251
104.0,10,6.132164
104.0,10,6.133084
103.3,17,6.134617
103.9,11,6.135619
103.9,11,6.136621
103.3,17,6.138156
118.5,15,6.139513
103.9,11,6.140514
103.4,16,6.141957
103.9,11,6.142962
103.4,16,6.144411
104.0,10,6.145319
103.8,12,6.146406
103.9,12,6.14749
103.8,12,6.148582
118.8,12,6.149742
88.7,13,6.150949
103.7,13,6.152142
118.6,14,6.15341
104.0,10,6.154328
104.0,10,6.155232
103.8,12,6.156313
103.6,14,6.157565
104.0,10,6.354018
103.9,11,6.355061
103.9,11,6.356059
104.0,10,6.356966
104.0,10,6.357862
104.0,10,6.358759
103.5,15,6.360098
104.0,10,6.360997
103.8,12,6.362066
104.0,10,6.362971
103.2,18,6.364564
103.4,16,6.36598
118.9,11,6.36696
104.0,10,6.367851
118.8,12,6.368914
103.3,17,6.370421
104.0,10,6.371322
103.6,14,6.372576
103.7,13,6.373773
103.5,15,6.375299
103.8,12,6.376449
103.8,12,6.377575
103.9,11,6.378587
118.6,14,6.379875
103.9,11,6.380891
103.9,11,6.381884
103.4,16,6.383344
103.3,17,6.384888
103.8,12,6.385957
104.0,10,6.386888
118.8,12,6.387965
104.0,10,6.388897
103.8,12,6.389968
104.0,10,6.390904
88.6,14,6.392152
103.8,12,6.393242
103.9,11,6.394227
103.3,17,6.395759
104.0,10,6.396684
118.6,14,6.397952
133.5,15,6.399292
103.7,13,6.400512
118.9,11,6.401494
103.8,12,6.402578
103.7,13,6.403858
104.0,10,6.404808
103.7,13,6.405982
103.9,11,6.407012
103.8,12,6.408096
103.6,14,6.409376
103.9,11,6.41038
103.5,15,6.411736
118.8,12,6.41284
103.3,16,6.414267
118.6,14,6.415538
103.4,16,6.417
103.8,12,6.418077
104.0,10,6.419125
104.0,10,6.420117
103.7,13,6.421391
103.5,15,6.422836
103.4,17,6.424433
104.0,10,6.425361
103.3,17,6.427072
103.4,16,6.428634
118.7,13,6.429875
104.0,10,6.430827
118.3,17,6.432558
103.7,13,6.433878
103.9,11,6.434966
103.9,11,6.435993
103.7,13,6.437203
104.0,10,6.438105
103.5,15,6.439657
103.8,12,6.44084
103.6,14,6.442163
103.6,14,6.443478
103.8,12,6.44459
103.5,15,6.445977
103.9,11,6.446999
103.8,12,6.448092
103.8,12,6.44921
103.9,11,6.450243
88.0,20,6.45213
104.0,10,6.453067
103.8,12,6.454156
103.6,14,6.455457
103.4,16,6.456933
103.2,18,6.458588
103.9,11,6.459618
118.3,16,6.461061
103.9,11,6.462075
103.6,14,6.463365
103.5,15,6.464734
88.6,14,6.46601
118.5,15,6.467584
103.8,12,6.468714
104.0,10,6.469645
118.6,14,6.47092
103.9,11,6.472012
103.9,11,6.473047
104.0,10,6.474216
103.7,13,6.4755
103.6,14,6.476841
103.6,14,6.478142
103.5,15,6.479535
103.9,11,6.480556
118.8,12,6.481656
103.9,11,6.482684
104.0,10,6.48369
104.0,10,6.484628
103.8,12,6.485729
103.8,12,6.486831
118.4,16,6.488291
104.0,10,6.489207
118.9,11,6.490206
103.8,12,6.491302
104.0,10,6.492216
103.2,18,6.493882
104.0,10,6.494795
103.7,13,6.495973
88.6,14,6.497243
104.0,10,6.498152
103.5,15,6.499508
88.7,13,6.500694
104.0,10,6.501598
104.0,10,6.502505
103.6,14,6.50377
118.5,15,6.505123
103.7,13,6.506301
117.8,20,6.508098
104.0,10,6.50901
104.0,10,6.509913
118.9,11,6.510908
103.8,12,6.511993
103.7,13,6.513184
103.6,14,6.514446
103.9,11,6.515445
104.0,10,6.516353
103.9,11,6.517356
118.5,15,6.518706
104.0,10,6.519612
104.0,10,6.520516
104.0,10,6.521425
103.8,12,6.522515
104.0,10,6.523427
103.6,14,6.524693
103.2,18,6.526316
103.9,11,6.527313
104.0,10,6.528216
103.5,15,6.529571
104.0,10,6.530476
103.8,12,6.531566
103.2,17,6.533107
103.9,11,6.534102
103.8,12,6.535194
103.4,16,6.536641
103.8,12,6.537734
103.5,15,6.539091
103.8,12,6.540183
103.3,17,6.541725
103.3,17,6.740798
103.8,12,6.741965
103.8,12,6.743089
103.5,15,6.744494
103.5,15,6.745878
118.6,14,6.747173
104.0,10,6.7481
104.0,10,6.749028
103.8,12,6.750146
104.0,10,6.751076
103.8,12,6.752184
104.0,10,6.753114
103.6,14,6.754436
103.3,17,6.756203
103.9,11,6.757342
103.9,11,6.758376
104.0,10,6.759312
118.5,15,6.760874
103.8,12,6.762026
118.6,14,6.763354
103.8,12,6.764501
103.5,15,6.765888
103.7,13,6.767113
104.0,10,6.768279
103.9,11,6.769366
118.7,13,6.770587
104.0,10,6.771608
103.6,14,6.77297
88.6,14,6.774251
103.9,11,6.775298
88.7,13,6.776606
103.6,14,6.777925
118.8,12,6.779049
103.8,12,6.780256
104.0,10,6.781228
103.9,11,6.782254
104.0,10,6.783182
104.0,10,6.784111
103.9,11,6.785128
103.5,15,6.786467
104.0,10,6.787439
118.1,18,6.789229
103.8,12,6.790393
103.8,12,6.791562
103.7,13,6.792811
103.8,12,6.793957
103.4,15,6.795414
103.8,12,6.796556
104.0,10,6.797482
103.4,16,6.798954
104.0,10,6.800014
118.3,17,6.801685
103.7,13,6.802884
103.4,15,6.804283
118.1,19,6.80603
118.9,11,6.807124
103.5,15,6.808629
103.7,13,6.809858
103.6,14,6.811156
103.4,16,6.812786
104.0,10,6.813735
103.9,11,6.814761
103.9,11,6.815801
104.0,10,6.816755
104.0,10,6.817687
118.4,15,6.819076
103.9,11,6.82018
104.0,10,6.821148
118.5,15,6.822514
103.8,12,6.823704
103.9,11,6.824777
103.8,12,6.825903
103.8,12,6.827031
103.7,13,6.828267
103.5,15,6.829654
118.6,14,6.830947
103.7,13,6.832157
103.5,15,6.833561
104.0,10,6.834468
103.9,11,6.835482
103.9,11,6.836508
103.4,16,6.837965
103.8,12,6.839053
103.9,11,6.840097
103.9,11,6.841117
103.6,14,6.842396
103.6,14,6.843701
104.0,10,6.844639
104.0,10,6.845551
103.1,18,6.847178
103.9,11,6.848196
103.8,12,6.849316
103.9,11,6.850335
118.2,18,6.852067
104.0,10,6.853012
103.5,14,6.854307
104.0,10,6.855254
103.1,18,6.856899
103.7,13,6.858065
104.0,10,6.858955
118.8,12,6.860076
104.0,10,6.860969
103.8,12,6.862046
103.8,12,6.863118
103.6,14,6.864359
103.3,17,6.865868
103.9,11,6.866874
103.5,15,6.868208
103.9,11,6.869189
118.4,16,6.870602
104.0,10,6.871495
103.8,12,6.872571
88.7,13,6.873737
103.8,12,6.874804
103.9,11,6.875794
103.7,13,6.876966
104.0,10,6.877856
103.3,17,6.879367
103.8,12,6.880442
104.0,10,6.881332
103.8,12,6.88241
103.8,12,6.883483
104.0,10,6.88437
118.4,15,6.885702
104.0,10,6.886593
103.6,14,6.887836
103.8,12,6.888912
103.9,11,6.889888
103.8,12,6.890961
103.8,12,6.892031
103.9,11,6.893006
118.4,16,6.894419
103.9,11,6.8954
103.3,17,6.896899
104.0,10,6.897791
103.6,14,6.899036
103.6,14,6.900281
118.9,11,6.901253
103.9,11,6.902235
118.8,12,6.903295
103.6,14,6.904528
103.3,17,6.906026
103.4,16,6.907441
104.0,10,6.908339
104.0,10,6.909226
103.8,12,6.910299
103.4,16,6.911719
104.0,10,6.912607
104.0,10,6.913497
103.4,16,6.914905
103.6,14,6.916157
103.9,11,6.917126
103.7,13,6.918275
103.5,15,6.9196
104.0,10,6.920488
104.0,10,6.921378
103.7,13,6.922538
103.9,11,6.923516
132.9,21,6.925361
118.9,11,6.926339
103.4,16,6.927748
118.7,13,6.928903
118.5,15,7.126453
118.8,12,7.127617
103.4,16,7.129102
118.8,12,7.13022
118.6,14,7.131514
103.3,17,7.133065
103.9,11,7.134075
103.9,11,7.13508
103.1,19,7.136817
104.0,10,7.137731
103.6,14,7.139002
103.3,17,7.140568
103.3,17,7.142382
103.4,16,7.143948
103.9,11,7.144971
103.7,13,7.146183
118.7,14,7.147494
103.4,16,7.148983
103.8,12,7.15011
104.0,10,7.151137
103.3,16,7.152659
104.0,10,7.153595
118.0,19,7.155567
103.8,12,7.156778
104.0,10,7.157742
104.0,10,7.158728
103.8,13,7.159953
103.2,18,7.161619
103.8,12,7.162769
103.0,19,7.16453
88.7,13,7.165724
103.7,13,7.167113
103.9,11,7.168155
103.8,12,7.169283
104.0,10,7.170237
118.5,15,7.171638
88.6,14,7.172944
104.0,10,7.173875
104.0,10,7.174823
104.0,10,7.175771
103.8,12,7.176891
103.3,17,7.17852
103.7,13,7.17972
103.4,16,7.181209
118.0,19,7.182978
103.7,13,7.18419
103.5,15,7.18558
103.8,12,7.186784
103.7,13,7.188034
103.8,12,7.189151
103.8,12,7.190265
104.0,10,7.191313
103.7,13,7.192571
104.0,10,7.19351
104.0,10,7.194505
103.7,13,7.195779
103.6,14,7.197069
103.9,11,7.198087
103.3,17,7.199719
103.9,11,7.200778
103.8,12,7.201886
118.8,12,7.203021
118.7,13,7.204219
103.5,15,7.205591
104.0,10,7.206538
104.0,10,7.207468
103.6,15,7.208831
103.9,11,7.209855
103.7,13,7.211099
103.7,13,7.212298
103.8,12,7.213404
103.9,11,7.214444
133.8,12,7.215541
118.9,11,7.216691
104.0,10,7.217655
103.9,11,7.218688
103.9,11,7.219706
103.8,12,7.220829
88.6,14,7.222103
103.6,13,7.223295
88.6,14,7.224574
103.5,15,7.225922
118.4,16,7.227375
103.7,12,7.228461
104.0,10,7.229373
103.9,11,7.230374
103.9,11,7.231372
104.0,10,7.232272
104.0,10,7.233193
118.5,15,7.234659
103.2,17,7.236304
104.0,10,7.23726
103.6,14,7.238613
103.8,12,7.239777
88.1,19,7.241627
103.8,12,7.242753
104.0,10,7.243725
118.3,17,7.245283
103.8,12,7.246392
103.8,12,7.24749
104.0,10,7.248409
103.6,14,7.249688
104.0,10,7.250633
118.9,11,7.251636
103.9,11,7.252644
118.6,14,7.253922
103.5,15,7.255291
103.9,11,7.256294
103.9,11,7.257304
104.0,10,7.258224
103.5,15,7.259613
103.4,16,7.261062
104.0,10,7.26198
118.6,14,7.26325
103.6,14,7.264519
103.8,12,7.265612
118.9,11,7.266623
118.7,13,7.267803
104.0,10,7.268713
103.7,13,7.269899
104.0,10,7.27082
103.5,15,7.272181
104.0,10,7.273096
103.6,14,7.27436
103.8,12,7.275465
118.3,17,7.277002
118.6,14,7.278282
118.2,19,7.279987
103.4,16,7.281435
104.0,10,7.282353
103.3,17,7.283897
118.5,15,7.285267
118.7,13,7.286475
104.0,10,7.287395
103.9,11,7.288398
104.0,10,7.289313
118.8,12,7.290407
118.8,12,7.291493
103.7,13,7.292669
103.7,13,7.293847
103.9,11,7.294855
103.4,16,7.296302
104.0,10,7.297239
103.7,13,7.298443
104.0,10,7.299365
103.9,11,7.300366
103.9,11,7.301367
103.7,13,7.302559
103.5,15,7.303913
103.6,14,7.305181
104.0,10,7.306092
103.9,11,7.307098
103.8,12,7.308189
103.4,16,7.309635
133.5,15,7.31099
103.9,11,7.311988
103.8,12,7.313075
118.4,16,7.31453
104.0,10,7.315448
104.0,10,7.316363
104.0,10,7.512817
103.6,14,7.514187
103.9,11,7.515224
103.9,11,7.516255
104.0,10,7.517187
103.1,19,7.518923
103.3,17,7.520489
103.5,14,7.52178
103.9,11,7.522795
103.6,14,7.524084
103.4,16,7.525547
103.8,12,7.526644
104.0,10,7.527567
118.4,16,7.529035
118.8,12,7.530135
104.0,10,7.531056
103.9,11,7.53207
103.8,12,7.533205
103.9,11,7.534374
103.4,15,7.535821
103.8,12,7.536947
103.3,17,7.538594
104.0,10,7.539556
103.9,11,7.540597
103.3,16,7.54209
103.6,14,7.543383
103.2,18,7.545066
104.0,10,7.54601
103.8,12,7.54718
118.9,11,7.548219
104.0,10,7.549156
104.0,10,7.550469
104.0,10,7.551433
103.6,14,7.552822
103.7,13,7.554067
103.5,15,7.555644
118.4,16,7.557224
104.0,10,7.558271
103.2,17,7.559869
103.9,11,7.560908
118.9,11,7.561951
103.8,12,7.563065
118.4,16,7.564565
104.0,10,7.565494
103.3,17,7.567119
